user_id,recommendation_type,recommended_product,product_type,target_issue,confidence_score,accepted_by_user,compliance_rate,followup_result_score,days_until_followup
HSP20243126,Lifestyle,Velit Oil,Supplement,Wrinkles,0.99,True,0.58,5,24
HSP20252412,Lifestyle,Ratione Oil,Supplement,Acne,0.7,True,0.42,2,7
HSP20216067,Lifestyle,Esse Tool,Supplement,Hair Thinning,0.89,True,0.73,5,26
HSP20248842,Haircare,Perferendis Cleanser,Serum,Hair Thinning,0.93,False,0.48,3,30
HSP20257730,Skincare,Eos Supplement,Oil,Acne,0.92,False,0.78,0,55
HSP20242208,Diet,Iusto Cleanser,Oil,Dryness,0.79,True,0.68,2,33
HSP20226194,Diet,Incidunt Cleanser,Tool,Hair Thinning,0.74,True,0.62,3,74
HSP20218372,Skincare,Accusantium Oil,Cleanser,Hair Thinning,0.96,True,0.59,0,80
HSP20249476,Lifestyle,Error Serum,Supplement,Acne,0.94,False,0.71,0,13
HSP20233102,Lifestyle,Eaque Oil,Serum,Wrinkles,0.76,True,0.71,1,62
HSP20253981,Lifestyle,Cumque Serum,Supplement,Hair Thinning,0.85,True,0.58,2,22
HSP20228088,Skincare,Perferendis Oil,Tool,Wrinkles,0.73,False,0.59,4,62
HSP20251907,Haircare,Exercitationem Serum,Tool,Hair Thinning,0.72,False,0.37,3,63
HSP20219488,Skincare,Voluptatem Tool,Tool,Wrinkles,0.82,True,0.51,4,66
HSP20225982,Diet,Sed Tool,Oil,Acne,0.97,True,0.56,1,84
HSP20223653,Haircare,Voluptatibus Serum,Tool,Wrinkles,0.92,False,0.67,5,67
HSP20234694,Lifestyle,Enim Tool,Tool,Hair Thinning,0.9,True,0.48,2,34
HSP20239501,Lifestyle,Nam Supplement,Tool,Wrinkles,0.97,False,0.67,4,62
HSP20232292,Haircare,Excepturi Oil,Supplement,Hair Thinning,0.94,True,0.56,5,36
HSP20234216,Skincare,Quod Serum,Tool,Wrinkles,0.73,True,0.77,2,39
HSP20255496,Lifestyle,Iste Supplement,Tool,Pigmentation,0.7,True,0.63,0,31
HSP20225961,Haircare,Id Oil,Oil,Dryness,0.76,True,0.74,0,48
HSP20259740,Lifestyle,Modi Oil,Tool,Acne,0.98,False,0.63,0,75
HSP20219234,Haircare,Omnis Tool,Cleanser,Pigmentation,0.94,False,0.66,2,84
HSP20223526,Skincare,Quibusdam Cleanser,Oil,Acne,0.84,False,0.95,2,14
HSP20226531,Diet,Totam Cleanser,Cleanser,Acne,0.96,False,0.85,4,59
HSP20251674,Haircare,Magnam Oil,Tool,Acne,0.79,True,0.68,0,90
HSP20212330,Skincare,Inventore Supplement,Serum,Hair Thinning,0.76,True,0.61,5,37
HSP20215336,Lifestyle,Facilis Tool,Serum,Acne,0.84,False,0.88,3,83
HSP20227825,Skincare,Magni Supplement,Oil,Pigmentation,0.96,False,0.59,4,40
HSP20251496,Skincare,Quam Supplement,Tool,Acne,0.71,False,0.9,0,84
HSP20249938,Haircare,Praesentium Tool,Supplement,Dryness,0.75,False,0.74,4,79
HSP20235949,Skincare,Omnis Serum,Tool,Dryness,0.71,False,0.58,4,83
HSP20245012,Skincare,Consequuntur Serum,Tool,Hair Thinning,0.99,False,0.37,5,13
HSP20245873,Lifestyle,Optio Tool,Serum,Pigmentation,0.82,False,0.52,0,61
HSP20242195,Lifestyle,Ipsum Oil,Serum,Acne,0.96,False,0.91,3,26
HSP20213589,Diet,Enim Cleanser,Serum,Wrinkles,0.77,False,0.36,0,78
HSP20247809,Skincare,Maxime Supplement,Tool,Pigmentation,0.88,True,0.54,2,8
HSP20248609,Diet,Ipsam Tool,Oil,Wrinkles,0.89,False,0.32,5,68
HSP20226573,Haircare,Neque Supplement,Serum,Acne,0.74,True,0.78,0,32
HSP20253353,Skincare,Aperiam Supplement,Serum,Hair Thinning,0.76,False,0.9,0,64
HSP20236231,Diet,Recusandae Tool,Tool,Hair Thinning,0.72,False,0.45,1,26
HSP20237532,Diet,Est Tool,Supplement,Wrinkles,0.99,False,0.6,2,89
HSP20227070,Skincare,Dignissimos Tool,Supplement,Hair Thinning,0.9,False,0.43,4,34
HSP20252739,Haircare,Ad Supplement,Serum,Hair Thinning,0.88,True,0.81,0,8
HSP20234960,Haircare,Facilis Oil,Cleanser,Dryness,0.79,False,0.88,4,24
HSP20243007,Haircare,Quod Oil,Oil,Wrinkles,0.87,True,0.57,4,48
HSP20238366,Diet,Reprehenderit Cleanser,Oil,Hair Thinning,0.86,True,0.7,1,85
HSP20223308,Diet,Repellendus Supplement,Supplement,Dryness,0.75,False,0.58,2,75
HSP20211829,Haircare,Nesciunt Serum,Cleanser,Hair Thinning,0.8,True,0.58,0,22
HSP20237293,Diet,Impedit Supplement,Oil,Wrinkles,0.92,False,0.64,0,54
HSP20257850,Skincare,Dolor Cleanser,Tool,Hair Thinning,0.97,False,0.51,2,38
HSP20223616,Haircare,Eius Cleanser,Oil,Pigmentation,0.82,True,0.85,4,34
HSP20236123,Lifestyle,Iure Cleanser,Serum,Wrinkles,0.86,False,0.68,1,47
HSP20223610,Haircare,Eum Cleanser,Cleanser,Pigmentation,0.72,True,0.58,2,25
HSP20249433,Skincare,Modi Cleanser,Tool,Pigmentation,0.78,False,1.0,4,62
HSP20249171,Diet,Reiciendis Oil,Cleanser,Hair Thinning,0.79,True,0.92,3,32
HSP20239148,Haircare,Exercitationem Supplement,Serum,Acne,0.9,False,0.54,5,40
HSP20212475,Diet,Praesentium Supplement,Tool,Acne,0.86,False,0.89,4,28
HSP20249281,Diet,Quo Serum,Oil,Hair Thinning,0.96,True,0.41,4,55
HSP20244944,Haircare,Ullam Supplement,Supplement,Hair Thinning,0.8,False,0.53,5,30
HSP20226781,Haircare,Vitae Oil,Serum,Wrinkles,0.71,True,0.72,5,88
HSP20211828,Diet,Labore Tool,Oil,Dryness,0.95,False,0.57,0,74
HSP20239108,Skincare,Facere Supplement,Supplement,Hair Thinning,0.91,True,0.74,5,24
HSP20258710,Lifestyle,Porro Cleanser,Cleanser,Acne,0.81,False,0.4,3,54
HSP20239793,Skincare,Temporibus Serum,Serum,Pigmentation,0.91,True,0.9,1,88
HSP20212761,Lifestyle,Porro Serum,Cleanser,Pigmentation,0.9,True,0.31,2,63
HSP20243194,Lifestyle,Officia Supplement,Oil,Hair Thinning,0.76,False,0.35,1,69
HSP20236992,Skincare,Dolores Cleanser,Oil,Hair Thinning,0.87,False,0.83,0,74
HSP20246995,Skincare,Libero Supplement,Cleanser,Hair Thinning,0.73,True,0.89,4,81
HSP20217563,Skincare,Dolores Cleanser,Cleanser,Dryness,0.86,False,0.78,2,64
HSP20214189,Diet,Deserunt Cleanser,Oil,Wrinkles,0.98,False,0.36,2,49
HSP20235728,Skincare,Quisquam Cleanser,Supplement,Wrinkles,0.96,True,0.39,1,26
HSP20217329,Skincare,Porro Tool,Cleanser,Pigmentation,0.81,False,0.9,2,41
HSP20258378,Haircare,Ea Tool,Tool,Wrinkles,0.96,True,0.65,1,73
HSP20255582,Skincare,Quis Oil,Serum,Hair Thinning,0.87,False,0.8,0,62
HSP20252946,Haircare,Temporibus Tool,Tool,Pigmentation,0.94,False,0.39,0,11
HSP20222584,Lifestyle,Assumenda Tool,Cleanser,Hair Thinning,0.93,True,0.64,4,25
HSP20247114,Skincare,Qui Oil,Cleanser,Hair Thinning,0.83,False,0.6,0,46
HSP20236990,Haircare,Aliquid Oil,Tool,Pigmentation,0.85,False,0.96,0,14
HSP20224261,Haircare,Autem Oil,Cleanser,Acne,0.86,False,0.97,3,83
HSP20259341,Diet,Velit Oil,Cleanser,Pigmentation,0.75,True,0.81,5,81
HSP20249193,Lifestyle,Architecto Tool,Supplement,Acne,0.94,True,0.78,1,47
HSP20211742,Haircare,Ab Tool,Tool,Hair Thinning,0.88,True,0.7,5,77
HSP20213245,Lifestyle,Neque Serum,Tool,Acne,0.95,True,0.88,0,65
HSP20238761,Skincare,Deserunt Supplement,Tool,Dryness,0.74,True,0.89,5,58
HSP20258487,Skincare,Suscipit Cleanser,Oil,Hair Thinning,0.82,True,0.48,4,90
HSP20229446,Diet,Eveniet Tool,Tool,Pigmentation,0.95,False,0.6,2,33
HSP20226373,Lifestyle,Atque Cleanser,Serum,Dryness,0.93,True,0.48,3,70
HSP20256218,Lifestyle,Voluptatum Oil,Cleanser,Hair Thinning,0.7,True,0.65,0,82
HSP20227438,Skincare,Distinctio Tool,Serum,Pigmentation,0.73,True,0.83,4,45
HSP20255902,Haircare,Accusamus Serum,Tool,Wrinkles,0.78,False,0.61,2,55
HSP20256511,Diet,Esse Cleanser,Serum,Hair Thinning,0.73,True,0.5,4,11
HSP20259351,Skincare,Quae Tool,Oil,Pigmentation,0.93,False,0.41,1,83
HSP20259025,Skincare,Odit Cleanser,Serum,Acne,0.89,True,0.94,3,52
HSP20255911,Lifestyle,Minima Supplement,Oil,Acne,0.9,True,0.87,0,23
HSP20241272,Haircare,Assumenda Serum,Cleanser,Acne,0.73,False,0.48,4,21
HSP20236427,Lifestyle,Sit Serum,Supplement,Dryness,0.96,True,0.8,1,70
HSP20217824,Diet,Tempore Tool,Tool,Hair Thinning,0.89,True,0.76,0,75
HSP20256040,Diet,Vel Tool,Cleanser,Acne,0.82,False,0.33,1,10
HSP20218775,Diet,Sint Serum,Oil,Pigmentation,0.93,True,0.78,3,28
HSP20234728,Lifestyle,Perspiciatis Serum,Tool,Hair Thinning,0.84,True,0.93,0,80
HSP20218871,Diet,Unde Cleanser,Serum,Acne,0.8,True,0.51,0,65
HSP20229589,Haircare,Placeat Supplement,Serum,Dryness,0.95,False,0.86,5,28
HSP20257229,Haircare,Ad Cleanser,Tool,Acne,0.85,True,0.39,1,64
HSP20224968,Skincare,Ab Cleanser,Serum,Hair Thinning,0.76,True,0.76,4,46
HSP20212800,Skincare,Quibusdam Serum,Supplement,Wrinkles,0.81,False,0.89,0,37
HSP20221310,Lifestyle,Quod Serum,Oil,Wrinkles,0.98,True,0.86,3,27
HSP20246139,Skincare,Neque Supplement,Supplement,Acne,0.81,True,0.85,3,33
HSP20243481,Diet,Accusantium Cleanser,Cleanser,Dryness,0.8,False,0.42,0,21
HSP20244340,Lifestyle,Ad Cleanser,Oil,Dryness,0.71,False,0.57,0,11
HSP20249221,Diet,Quia Tool,Supplement,Wrinkles,0.96,True,0.47,3,38
HSP20258726,Skincare,Harum Supplement,Serum,Pigmentation,0.76,True,0.98,1,35
HSP20213262,Haircare,Quidem Serum,Tool,Wrinkles,0.71,False,0.85,1,14
HSP20254397,Haircare,Illo Supplement,Serum,Wrinkles,0.79,False,0.33,0,88
HSP20256325,Haircare,Ad Supplement,Tool,Wrinkles,0.97,False,0.4,2,37
HSP20249609,Haircare,Provident Tool,Serum,Dryness,0.86,False,0.49,1,73
HSP20246140,Diet,Voluptatem Oil,Supplement,Dryness,0.72,True,0.33,4,19
HSP20228531,Diet,Veniam Tool,Serum,Acne,0.73,True,0.35,4,45
HSP20256608,Skincare,Non Oil,Cleanser,Wrinkles,0.92,False,0.64,2,12
HSP20256804,Skincare,Dolorum Supplement,Oil,Hair Thinning,0.8,True,0.59,5,22
HSP20238932,Diet,Corrupti Oil,Supplement,Acne,0.97,True,0.94,1,80
HSP20225038,Diet,Consequatur Supplement,Supplement,Hair Thinning,0.91,False,0.92,3,43
HSP20235890,Haircare,Qui Serum,Serum,Hair Thinning,0.79,True,0.57,5,83
HSP20225876,Skincare,Distinctio Cleanser,Cleanser,Dryness,0.88,True,0.74,0,55
HSP20234396,Diet,Excepturi Serum,Tool,Hair Thinning,0.84,True,0.58,3,9
HSP20246194,Skincare,Earum Oil,Supplement,Acne,0.99,False,0.87,2,22
HSP20246714,Haircare,Sit Oil,Oil,Wrinkles,0.83,False,0.81,0,42
HSP20255480,Lifestyle,Qui Serum,Oil,Dryness,0.78,True,0.37,5,88
HSP20232996,Diet,Explicabo Cleanser,Tool,Wrinkles,0.8,False,0.58,3,75
HSP20259899,Lifestyle,Libero Cleanser,Serum,Dryness,0.7,True,0.87,2,78
HSP20247464,Lifestyle,Fugiat Serum,Serum,Dryness,0.8,False,0.71,5,50
HSP20233399,Haircare,Nam Supplement,Oil,Wrinkles,0.72,False,0.42,0,39
HSP20231689,Diet,Beatae Cleanser,Oil,Acne,0.96,False,0.73,2,50
HSP20232294,Haircare,Minima Serum,Supplement,Pigmentation,0.98,False,1.0,2,8
HSP20238247,Skincare,Necessitatibus Serum,Cleanser,Hair Thinning,0.81,True,0.51,3,81
HSP20238849,Diet,Officia Supplement,Oil,Dryness,0.95,False,1.0,3,39
HSP20224310,Haircare,Recusandae Oil,Cleanser,Hair Thinning,0.88,False,0.86,1,59
HSP20255442,Skincare,Exercitationem Serum,Tool,Acne,0.93,True,0.55,2,48
HSP20255450,Skincare,Voluptatem Tool,Serum,Pigmentation,0.87,False,0.88,5,45
HSP20222789,Lifestyle,Et Serum,Cleanser,Dryness,0.9,False,0.31,0,63
HSP20254920,Diet,In Serum,Oil,Acne,0.8,False,0.4,0,28
HSP20221831,Haircare,Vitae Supplement,Cleanser,Pigmentation,0.77,False,0.93,1,17
HSP20254697,Haircare,Beatae Supplement,Serum,Wrinkles,0.71,False,0.45,1,30
HSP20221860,Skincare,Ullam Tool,Supplement,Pigmentation,0.79,True,0.73,3,54
HSP20217771,Diet,Totam Serum,Serum,Wrinkles,0.85,True,0.45,3,85
HSP20238739,Skincare,Aliquid Supplement,Tool,Pigmentation,0.75,True,0.47,4,21
HSP20213252,Lifestyle,Consectetur Cleanser,Tool,Dryness,0.85,True,0.49,4,58
HSP20213587,Skincare,Necessitatibus Serum,Tool,Dryness,0.97,False,0.62,5,52
HSP20248793,Lifestyle,Modi Serum,Cleanser,Acne,0.72,False,0.81,2,56
HSP20244267,Diet,Minus Oil,Oil,Wrinkles,0.8,False,0.76,3,78
HSP20236262,Diet,Quod Oil,Cleanser,Pigmentation,0.78,True,0.7,4,40
HSP20231969,Diet,Pariatur Serum,Serum,Pigmentation,0.92,True,0.95,4,81
HSP20214804,Haircare,Aspernatur Supplement,Oil,Acne,0.78,True,0.53,4,62
HSP20251611,Skincare,Tempore Serum,Cleanser,Hair Thinning,0.83,False,0.95,5,49
HSP20227846,Skincare,Accusamus Supplement,Cleanser,Hair Thinning,0.96,True,0.36,2,49
HSP20221595,Haircare,Voluptates Serum,Cleanser,Dryness,0.74,False,0.65,2,79
HSP20249116,Skincare,Dolores Tool,Serum,Hair Thinning,0.73,True,0.54,2,30
HSP20225742,Haircare,Blanditiis Tool,Serum,Pigmentation,0.74,True,0.75,0,62
HSP20211151,Lifestyle,Praesentium Cleanser,Serum,Hair Thinning,0.98,True,1.0,0,36
HSP20232758,Diet,Nostrum Serum,Serum,Wrinkles,0.81,False,0.72,3,58
HSP20235662,Haircare,Tenetur Serum,Tool,Acne,0.95,True,0.38,2,8
HSP20249901,Lifestyle,Iure Serum,Tool,Wrinkles,0.9,True,0.59,4,52
HSP20259092,Lifestyle,Recusandae Supplement,Supplement,Pigmentation,0.76,False,0.58,0,62
HSP20229261,Skincare,Consequatur Supplement,Cleanser,Hair Thinning,0.72,False,0.79,3,67
HSP20245470,Haircare,Quia Tool,Supplement,Dryness,0.77,True,0.52,5,88
HSP20222845,Diet,Animi Supplement,Oil,Wrinkles,0.74,False,0.91,4,47
HSP20233662,Lifestyle,Eum Tool,Cleanser,Hair Thinning,0.84,False,0.7,1,59
HSP20245215,Haircare,Error Cleanser,Oil,Dryness,0.87,True,0.59,2,36
HSP20221230,Lifestyle,Voluptate Serum,Cleanser,Hair Thinning,0.76,True,0.82,4,12
HSP20235833,Diet,Reiciendis Oil,Oil,Pigmentation,0.74,True,0.37,2,15
HSP20254164,Haircare,Pariatur Supplement,Cleanser,Acne,0.91,False,0.45,3,73
HSP20227643,Haircare,Fugit Cleanser,Tool,Hair Thinning,0.79,False,0.63,3,77
HSP20249442,Skincare,Aperiam Oil,Serum,Pigmentation,0.83,True,0.8,4,20
HSP20232421,Lifestyle,Autem Serum,Cleanser,Pigmentation,0.88,True,0.75,1,61
HSP20242562,Haircare,Vitae Oil,Supplement,Dryness,0.91,False,0.5,1,75
HSP20223303,Skincare,Hic Serum,Cleanser,Acne,0.79,False,0.61,1,43
HSP20246301,Skincare,Quisquam Cleanser,Supplement,Wrinkles,0.79,True,0.99,3,78
HSP20221111,Haircare,Recusandae Oil,Serum,Acne,0.94,True,0.42,5,43
HSP20237284,Lifestyle,Unde Oil,Cleanser,Acne,0.7,False,0.33,1,39
HSP20228319,Lifestyle,Aliquid Tool,Oil,Dryness,0.77,False,0.38,2,22
HSP20236400,Diet,Dolorum Supplement,Supplement,Wrinkles,0.85,False,0.9,3,31
HSP20231187,Skincare,Ipsam Serum,Oil,Hair Thinning,0.91,False,0.45,4,29
HSP20236890,Lifestyle,Ad Oil,Cleanser,Wrinkles,0.82,True,0.66,0,76
HSP20222017,Diet,Eos Cleanser,Tool,Dryness,0.93,True,0.89,0,45
HSP20218625,Diet,Repudiandae Oil,Tool,Acne,0.96,False,0.66,2,62
HSP20233616,Skincare,Dicta Tool,Tool,Acne,0.9,False,0.38,0,72
HSP20249233,Skincare,Nam Cleanser,Supplement,Pigmentation,0.86,False,0.47,5,30
HSP20232923,Haircare,Autem Oil,Serum,Wrinkles,0.83,True,0.74,2,55
HSP20237021,Skincare,In Tool,Oil,Dryness,0.77,False,0.34,1,17
HSP20254618,Diet,Dolorem Tool,Cleanser,Acne,0.7,True,0.32,1,64
HSP20223188,Haircare,Recusandae Cleanser,Tool,Dryness,0.7,True,0.38,2,50
HSP20243509,Skincare,Excepturi Cleanser,Serum,Hair Thinning,0.77,True,0.45,2,79
HSP20247121,Skincare,Reiciendis Serum,Oil,Pigmentation,0.99,False,0.51,3,39
HSP20249998,Haircare,Molestias Oil,Cleanser,Hair Thinning,0.74,False,0.68,4,19
HSP20249806,Haircare,Veritatis Cleanser,Oil,Dryness,0.95,True,0.77,5,69
HSP20225054,Skincare,Quis Tool,Serum,Pigmentation,0.79,False,0.69,1,81
HSP20252341,Haircare,Iure Supplement,Tool,Hair Thinning,0.91,True,0.81,0,29
HSP20258319,Skincare,Molestiae Cleanser,Oil,Wrinkles,0.89,True,0.91,3,13
HSP20256927,Haircare,Deserunt Cleanser,Tool,Pigmentation,0.95,True,0.71,5,67
HSP20212838,Lifestyle,Voluptas Oil,Serum,Dryness,0.82,False,0.75,2,83
HSP20219972,Skincare,Beatae Oil,Cleanser,Wrinkles,0.94,False,0.3,4,72
HSP20254312,Skincare,Provident Serum,Supplement,Acne,0.99,True,0.43,4,18
HSP20259792,Lifestyle,Laborum Oil,Tool,Acne,0.84,True,0.91,4,72
HSP20223695,Haircare,Asperiores Oil,Tool,Dryness,0.77,False,0.63,5,79
HSP20239525,Haircare,Consequuntur Serum,Tool,Dryness,0.74,True,0.58,3,89
HSP20242904,Skincare,Nostrum Supplement,Oil,Hair Thinning,0.75,False,0.55,1,82
HSP20229008,Diet,Eveniet Cleanser,Oil,Hair Thinning,0.81,True,1.0,1,29
HSP20219361,Skincare,Autem Oil,Cleanser,Pigmentation,0.99,False,0.38,0,17
HSP20241911,Diet,Laboriosam Oil,Cleanser,Dryness,0.91,True,0.34,5,56
HSP20243161,Lifestyle,Sed Tool,Serum,Acne,0.71,False,0.37,3,69
HSP20257806,Skincare,Sint Serum,Supplement,Acne,0.98,True,0.96,4,7
HSP20241945,Diet,Saepe Supplement,Oil,Acne,0.76,True,0.41,0,78
HSP20258575,Haircare,Nam Oil,Cleanser,Pigmentation,0.77,False,0.66,2,71
HSP20231356,Diet,Itaque Oil,Cleanser,Dryness,0.87,False,0.46,4,89
HSP20245169,Lifestyle,Aliquam Serum,Oil,Dryness,0.92,True,0.52,3,65
HSP20214570,Lifestyle,Tempora Serum,Oil,Dryness,0.97,False,0.76,5,15
HSP20252196,Haircare,Fugit Oil,Tool,Hair Thinning,0.83,True,0.85,3,53
HSP20217941,Lifestyle,Odio Supplement,Serum,Wrinkles,0.94,False,0.5,5,35
HSP20232044,Lifestyle,Porro Oil,Cleanser,Dryness,0.8,False,0.96,5,54
HSP20251987,Lifestyle,Eum Serum,Tool,Pigmentation,0.75,False,0.33,1,50
HSP20218734,Lifestyle,Magnam Oil,Oil,Wrinkles,0.83,False,0.86,4,24
HSP20215703,Diet,Quod Supplement,Tool,Dryness,0.92,False,0.94,0,75
HSP20243948,Haircare,Minus Oil,Supplement,Pigmentation,0.85,True,0.37,1,86
HSP20227887,Lifestyle,Non Serum,Supplement,Dryness,0.87,False,0.84,2,48
HSP20237266,Skincare,Ea Cleanser,Supplement,Wrinkles,0.73,False,0.42,5,14
HSP20247184,Haircare,Vero Serum,Oil,Hair Thinning,0.7,True,0.72,4,49
HSP20242314,Skincare,Reprehenderit Oil,Serum,Acne,0.96,True,0.77,3,59
HSP20253178,Haircare,Ut Cleanser,Tool,Pigmentation,0.98,True,0.34,1,72
HSP20232943,Skincare,Modi Supplement,Cleanser,Wrinkles,0.96,False,0.87,0,87
HSP20229802,Haircare,Blanditiis Oil,Tool,Hair Thinning,0.79,True,0.98,4,55
HSP20249664,Diet,Sit Supplement,Serum,Acne,0.78,False,0.92,0,85
HSP20224648,Lifestyle,Impedit Serum,Oil,Hair Thinning,0.96,True,0.83,4,33
HSP20211372,Skincare,Expedita Cleanser,Cleanser,Hair Thinning,0.86,False,0.38,0,28
HSP20238585,Lifestyle,Aut Supplement,Tool,Pigmentation,0.85,True,0.55,2,12
HSP20257948,Skincare,Blanditiis Oil,Supplement,Wrinkles,0.93,False,0.83,2,47
HSP20257214,Lifestyle,Fugiat Supplement,Tool,Wrinkles,0.96,True,0.31,5,26
HSP20225055,Skincare,Dolor Serum,Oil,Acne,0.93,False,0.96,3,14
HSP20246671,Diet,Modi Supplement,Oil,Dryness,0.93,False,0.39,0,13
HSP20225516,Lifestyle,Tempora Serum,Serum,Wrinkles,0.72,False,0.31,0,59
HSP20222848,Skincare,Dolor Supplement,Cleanser,Acne,0.88,False,0.74,3,58
HSP20217868,Skincare,Molestias Cleanser,Supplement,Pigmentation,0.99,False,0.58,3,83
HSP20251256,Lifestyle,Ipsum Tool,Serum,Hair Thinning,0.8,True,0.74,2,34
HSP20224376,Haircare,Magni Oil,Tool,Wrinkles,0.94,False,0.96,3,49
HSP20212653,Diet,Corrupti Supplement,Oil,Acne,0.93,False,0.6,4,31
HSP20251550,Diet,Consectetur Cleanser,Oil,Acne,0.88,False,0.9,1,37
HSP20241797,Haircare,Ab Supplement,Tool,Hair Thinning,0.84,False,0.45,4,58
HSP20221724,Lifestyle,Inventore Serum,Tool,Acne,0.75,False,0.3,2,73
HSP20248191,Skincare,Numquam Supplement,Serum,Pigmentation,0.91,True,0.38,1,60
HSP20229843,Haircare,Magni Supplement,Tool,Wrinkles,0.77,False,0.51,2,20
HSP20221924,Haircare,Fugit Oil,Serum,Hair Thinning,0.86,True,0.58,3,85
HSP20229255,Skincare,Corporis Cleanser,Cleanser,Hair Thinning,0.9,True,0.34,0,83
HSP20234836,Diet,Delectus Supplement,Cleanser,Acne,0.74,True,0.65,0,32
HSP20256224,Diet,Commodi Supplement,Supplement,Wrinkles,0.8,True,0.51,0,67
HSP20256253,Haircare,Ea Supplement,Oil,Wrinkles,0.72,False,0.93,1,38
HSP20225944,Skincare,Non Oil,Cleanser,Wrinkles,0.9,False,0.39,3,74
HSP20229540,Haircare,Occaecati Oil,Serum,Pigmentation,0.72,True,0.98,0,43
HSP20227775,Skincare,Quos Cleanser,Oil,Wrinkles,0.9,False,0.59,3,55
HSP20235508,Lifestyle,Quos Tool,Supplement,Hair Thinning,0.9,True,0.83,5,23
HSP20213869,Haircare,Quam Supplement,Tool,Wrinkles,0.93,False,0.63,1,66
HSP20249120,Skincare,Nemo Tool,Oil,Wrinkles,0.82,False,0.31,2,64
HSP20216642,Skincare,Corporis Cleanser,Serum,Hair Thinning,0.97,False,0.72,2,40
HSP20249592,Skincare,Alias Cleanser,Tool,Hair Thinning,0.76,False,0.94,2,33
HSP20237821,Haircare,Commodi Oil,Tool,Wrinkles,0.97,False,0.99,4,42
HSP20243444,Skincare,Libero Cleanser,Oil,Wrinkles,0.95,False,1.0,2,76
HSP20237167,Lifestyle,Quod Tool,Tool,Hair Thinning,0.77,False,0.89,4,8
HSP20229813,Lifestyle,Consectetur Tool,Oil,Dryness,0.94,True,0.46,2,22
HSP20244948,Haircare,Saepe Supplement,Tool,Acne,0.73,False,0.99,4,13
HSP20225927,Diet,Sapiente Supplement,Supplement,Wrinkles,0.79,False,0.91,1,65
HSP20228586,Skincare,Itaque Oil,Cleanser,Pigmentation,0.7,False,0.31,2,50
HSP20217761,Haircare,Molestiae Oil,Tool,Wrinkles,0.84,True,0.47,0,84
HSP20249683,Diet,Accusantium Supplement,Oil,Dryness,0.9,False,0.7,2,14
HSP20227363,Lifestyle,Illum Supplement,Serum,Hair Thinning,0.72,True,0.41,4,22
HSP20225177,Diet,Neque Oil,Serum,Dryness,0.81,False,0.43,4,28
HSP20226411,Skincare,Molestias Cleanser,Supplement,Wrinkles,0.93,True,0.59,5,9
HSP20218369,Diet,Blanditiis Tool,Oil,Wrinkles,0.73,False,0.64,0,67
HSP20232514,Diet,Ratione Serum,Serum,Dryness,0.73,True,0.39,4,87
HSP20254120,Haircare,Exercitationem Supplement,Oil,Wrinkles,0.77,False,0.9,5,45
HSP20215398,Lifestyle,Rem Cleanser,Serum,Wrinkles,0.97,False,0.88,0,73
HSP20241647,Lifestyle,Quasi Cleanser,Oil,Wrinkles,0.8,False,0.49,5,74
HSP20214082,Lifestyle,Dolores Serum,Oil,Dryness,0.86,True,0.81,4,57
HSP20254555,Haircare,Vitae Tool,Serum,Dryness,0.99,True,0.39,1,25
HSP20244422,Lifestyle,Modi Cleanser,Supplement,Hair Thinning,0.71,False,0.79,2,10
HSP20235967,Diet,Dolores Oil,Oil,Pigmentation,0.94,False,0.89,4,69
HSP20214470,Lifestyle,Deserunt Serum,Supplement,Dryness,0.9,False,0.97,2,41
HSP20222922,Haircare,Fugiat Supplement,Tool,Pigmentation,0.85,False,0.94,0,23
HSP20244974,Skincare,Incidunt Oil,Oil,Dryness,0.98,True,0.89,4,90
HSP20254350,Skincare,Fugiat Serum,Cleanser,Hair Thinning,0.79,True,0.44,2,71
HSP20244921,Haircare,Possimus Tool,Serum,Acne,0.86,True,0.62,0,52
HSP20256269,Haircare,Dignissimos Oil,Supplement,Acne,0.95,False,0.37,5,52
HSP20237236,Lifestyle,At Tool,Oil,Hair Thinning,0.77,False,0.83,4,12
HSP20249743,Skincare,Doloremque Serum,Tool,Dryness,0.73,True,0.52,1,18
HSP20236053,Diet,Nostrum Cleanser,Supplement,Acne,0.81,False,0.74,0,47
HSP20236892,Lifestyle,Harum Supplement,Tool,Pigmentation,0.75,True,0.9,3,61
HSP20259147,Lifestyle,Nihil Serum,Cleanser,Wrinkles,0.83,False,0.94,5,80
HSP20242615,Haircare,In Cleanser,Cleanser,Dryness,0.84,False,0.49,3,85
HSP20246246,Diet,Perspiciatis Cleanser,Serum,Acne,0.74,False,0.3,2,48
HSP20227073,Lifestyle,Autem Oil,Oil,Acne,0.85,False,0.38,5,29
HSP20237781,Diet,Magni Serum,Oil,Pigmentation,0.81,True,0.71,0,34
HSP20214625,Skincare,Explicabo Tool,Supplement,Acne,0.78,False,0.42,1,30
HSP20221265,Lifestyle,Expedita Supplement,Cleanser,Dryness,0.92,False,0.96,5,61
HSP20237841,Diet,Sunt Supplement,Supplement,Wrinkles,0.73,True,0.41,1,14
HSP20233497,Haircare,Possimus Tool,Supplement,Wrinkles,0.98,False,0.33,5,29
HSP20226404,Lifestyle,Saepe Supplement,Supplement,Acne,0.98,True,0.3,4,72
HSP20227223,Haircare,Sint Tool,Tool,Acne,0.95,False,0.52,5,33
