user_id,diet_type,smoker,alcohol_consumption,stress_level,sleep_hours,water_intake_liters,exercise_frequency,skincare_routine_level,satisfaction_score,perceived_improvement_score
HSP20222017,Vegetarian,False,None,6,4.4,2.7,1–2x/week,2,1,0
HSP20218625,Mixed,True,Regular,3,6.0,2.6,Daily,3,4,4
HSP20233616,Mixed,False,Rare,2,6.5,1.9,Daily,1,4,2
HSP20249233,Mixed,True,None,7,6.4,1.8,3–5x/week,0,2,2
HSP20232923,Keto,False,None,7,8.2,1.7,None,1,2,2
HSP20237021,Mixed,False,None,4,6.3,1.9,Daily,1,3,1
HSP20254618,Vegan,True,None,9,7.2,2.3,1–2x/week,2,5,3
HSP20223188,Vegetarian,True,None,4,5.9,3.0,1–2x/week,2,4,3
HSP20243509,Vegetarian,False,None,7,6.5,2.8,None,1,3,2
HSP20247121,Vegan,False,Rare,2,5.3,1.7,1–2x/week,0,1,0
HSP20249998,Vegetarian,False,None,5,6.6,2.3,Daily,2,3,2
HSP20249806,Vegan,False,Rare,3,7.3,2.5,1–2x/week,0,5,3
HSP20225054,Mixed,True,Regular,4,6.7,1.5,Daily,0,4,3
HSP20252341,Vegetarian,False,Rare,3,8.8,2.4,1–2x/week,1,2,0
HSP20258319,Mixed,True,None,6,7.3,2.0,3–5x/week,3,5,3
HSP20256927,Vegan,True,Rare,6,6.9,1.7,3–5x/week,2,3,2
HSP20212838,Vegan,True,None,8,7.0,2.3,1–2x/week,2,4,4
HSP20219972,Keto,False,None,6,6.5,2.9,1–2x/week,1,2,1
HSP20254312,Keto,True,None,2,5.0,2.1,3–5x/week,3,1,1
HSP20259792,Mixed,True,None,8,7.0,3.8,1–2x/week,3,5,5
HSP20223695,Mixed,True,None,9,6.3,2.9,3–5x/week,2,1,0
HSP20239525,Vegetarian,False,Rare,2,6.4,3.7,Daily,3,1,0
HSP20242904,Vegetarian,False,Rare,4,4.4,2.6,None,0,2,0
HSP20229008,Mixed,False,None,2,4.5,1.0,Daily,3,5,4
HSP20219361,Mixed,True,None,3,6.9,2.6,1–2x/week,1,2,0
HSP20241911,Vegetarian,True,None,8,6.2,2.4,1–2x/week,0,1,0
HSP20243161,Mixed,True,None,4,10.2,2.3,1–2x/week,3,1,1
HSP20257806,Mixed,True,None,9,7.1,2.1,Daily,2,2,1
HSP20241945,Vegetarian,False,None,7,6.9,2.4,Daily,3,2,0
HSP20258575,Mixed,True,None,4,6.0,3.6,1–2x/week,0,1,1
HSP20231356,Keto,True,Regular,6,7.9,2.6,Daily,3,3,1
HSP20245169,Vegan,True,Rare,6,3.7,2.3,Daily,3,1,0
HSP20214570,Keto,True,Rare,6,9.7,2.4,Daily,1,3,2
HSP20252196,Mixed,False,None,9,7.8,3.4,Daily,2,4,3
HSP20217941,Vegan,True,None,6,6.8,2.0,Daily,2,4,3
HSP20232044,Keto,True,Regular,3,3.6,2.9,1–2x/week,3,2,0
HSP20251987,Vegan,True,None,2,5.5,2.6,1–2x/week,1,4,2
HSP20218734,Vegetarian,False,None,9,5.0,2.3,None,0,3,3
HSP20215703,Keto,True,Rare,8,6.5,2.7,None,2,4,2
HSP20243948,Keto,True,Rare,3,5.2,3.2,Daily,3,3,2
HSP20227887,Vegan,True,None,5,5.8,1.5,None,1,3,3
HSP20237266,Vegan,True,Regular,6,6.4,2.5,None,3,1,1
HSP20247184,Vegetarian,False,None,9,6.7,3.3,None,0,4,4
HSP20242314,Keto,False,Rare,3,6.2,2.4,3–5x/week,1,1,0
HSP20253178,Keto,True,Rare,2,5.2,3.0,Daily,2,1,0
HSP20232943,Mixed,True,None,7,6.7,2.2,Daily,3,4,2
HSP20229802,Mixed,False,None,2,4.2,3.4,3–5x/week,0,1,1
HSP20249664,Vegetarian,True,Rare,2,5.0,2.1,None,3,5,3
HSP20224648,Vegan,True,Rare,2,6.9,1.8,3–5x/week,0,2,1
HSP20211372,Vegan,False,None,5,4.7,1.2,1–2x/week,0,1,1
HSP20238585,Mixed,False,None,9,7.4,2.2,3–5x/week,3,3,1
HSP20257948,Mixed,False,None,9,10.0,1.9,3–5x/week,2,2,1
HSP20257214,Mixed,False,Rare,6,5.4,2.2,1–2x/week,0,3,3
HSP20225055,Keto,False,None,5,6.8,2.2,Daily,2,1,0
HSP20246671,Vegan,True,Regular,5,7.2,1.9,1–2x/week,3,5,5
HSP20225516,Keto,False,Rare,8,4.8,1.4,Daily,3,5,5
HSP20222848,Keto,True,Rare,7,3.8,2.2,3–5x/week,3,1,0
HSP20217868,Vegan,True,Rare,6,6.1,2.1,Daily,0,3,2
HSP20251256,Vegetarian,True,None,7,8.0,3.2,Daily,1,3,1
HSP20224376,Vegetarian,False,None,6,6.1,1.4,3–5x/week,0,5,3
HSP20212653,Keto,True,None,7,5.8,2.1,1–2x/week,2,2,1
HSP20251550,Vegetarian,True,Regular,3,5.7,2.1,None,2,1,0
HSP20241797,Vegan,False,Rare,7,5.7,2.3,1–2x/week,1,1,1
HSP20221724,Vegan,False,None,5,5.7,2.6,None,3,2,0
HSP20248191,Vegan,True,Rare,2,6.9,2.0,1–2x/week,1,4,3
HSP20229843,Mixed,False,Rare,9,8.0,1.9,1–2x/week,0,3,2
HSP20221924,Vegan,True,Rare,9,4.6,2.7,None,1,1,0
HSP20229255,Keto,False,Rare,6,5.5,2.7,Daily,2,4,4
HSP20234836,Vegan,True,None,9,3.6,3.3,None,3,5,4
HSP20256224,Keto,True,None,8,7.3,1.6,None,3,2,1
HSP20256253,Vegan,True,Rare,7,4.7,3.5,1–2x/week,1,4,3
HSP20225944,Keto,False,None,9,5.6,2.0,Daily,2,3,2
HSP20229540,Vegan,False,Rare,6,3.8,2.3,None,1,3,3
HSP20227775,Vegetarian,True,Rare,5,6.2,2.9,Daily,0,3,1
HSP20235508,Keto,True,Rare,7,4.8,1.6,None,1,3,2
HSP20213869,Mixed,True,None,6,7.0,3.1,3–5x/week,2,4,2
HSP20249120,Mixed,False,Rare,7,4.6,3.1,Daily,0,1,0
HSP20216642,Keto,False,None,4,6.5,3.2,1–2x/week,0,4,4
HSP20249592,Keto,False,Rare,2,6.4,1.0,3–5x/week,1,1,0
HSP20237821,Vegetarian,True,Rare,9,6.3,3.1,3–5x/week,1,2,2
HSP20243444,Mixed,False,Regular,4,5.4,2.3,Daily,0,5,4
HSP20237167,Mixed,False,None,7,6.3,0.8,Daily,1,1,1
HSP20229813,Mixed,True,None,2,8.5,2.0,Daily,1,5,4
HSP20244948,Vegetarian,False,None,7,7.1,2.4,3–5x/week,2,5,3
HSP20225927,Vegan,False,None,7,8.0,2.7,Daily,2,3,3
HSP20228586,Vegetarian,True,Rare,4,6.2,2.0,3–5x/week,1,1,1
HSP20217761,Keto,False,None,7,7.5,1.4,3–5x/week,3,5,3
HSP20249683,Vegan,True,None,4,7.3,1.8,3–5x/week,3,1,0
HSP20227363,Mixed,True,None,5,8.0,2.6,1–2x/week,3,1,0
HSP20225177,Mixed,True,Rare,2,7.3,2.5,1–2x/week,3,4,2
HSP20226411,Keto,False,None,9,4.4,2.0,Daily,3,2,1
HSP20218369,Vegan,True,None,9,7.3,2.6,Daily,0,2,2
HSP20232514,Vegetarian,False,None,5,7.9,2.7,3–5x/week,3,1,0
HSP20254120,Vegetarian,False,None,5,5.3,2.0,1–2x/week,2,3,1
HSP20215398,Vegan,False,None,8,6.6,1.1,1–2x/week,1,2,1
HSP20241647,Keto,True,None,7,8.5,2.8,1–2x/week,2,5,4
HSP20214082,Keto,True,None,4,8.0,1.6,Daily,1,2,2
HSP20254555,Vegan,False,Regular,2,8.0,3.8,3–5x/week,1,3,3
HSP20244422,Mixed,False,None,6,4.9,3.0,Daily,1,5,4
HSP20235967,Keto,True,None,3,6.5,1.6,Daily,3,5,3
HSP20214470,Vegetarian,False,Rare,8,7.1,3.0,3–5x/week,3,4,4
HSP20222922,Keto,False,None,2,5.8,3.2,3–5x/week,2,5,3
HSP20244974,Vegan,False,None,5,4.5,1.6,1–2x/week,1,2,0
HSP20254350,Vegetarian,True,None,7,6.7,2.5,3–5x/week,3,4,4
HSP20244921,Vegetarian,False,Rare,5,5.6,3.0,3–5x/week,2,5,3
HSP20256269,Vegan,True,None,2,7.1,3.0,Daily,3,1,0
HSP20237236,Vegan,True,None,4,6.4,2.9,None,1,2,0
HSP20249743,Vegetarian,True,None,9,6.0,3.7,None,3,2,0
HSP20236053,Mixed,True,None,2,5.5,3.8,3–5x/week,0,1,0
HSP20236892,Vegetarian,True,None,5,6.5,1.7,1–2x/week,3,3,3
HSP20259147,Vegan,False,None,4,8.1,2.6,Daily,3,2,0
HSP20242615,Keto,True,Regular,8,7.5,3.2,3–5x/week,3,5,4
HSP20246246,Keto,False,None,9,6.9,2.1,3–5x/week,2,5,3
HSP20227073,Vegan,False,None,7,7.7,2.5,3–5x/week,1,4,4
HSP20237781,Vegetarian,False,None,7,7.3,1.2,3–5x/week,0,5,5
HSP20214625,Vegan,True,Rare,4,7.0,2.1,3–5x/week,1,1,0
HSP20221265,Mixed,True,None,7,8.5,2.9,None,0,5,3
HSP20237841,Mixed,True,None,7,6.8,2.8,Daily,2,3,2
HSP20233497,Mixed,True,Rare,2,5.3,3.5,1–2x/week,3,4,2
HSP20226404,Vegan,False,None,4,8.9,2.7,3–5x/week,0,2,0
HSP20227223,Vegan,True,None,3,8.4,2.2,1–2x/week,2,3,3
HSP20255026,Mixed,True,Regular,8,5.5,2.5,1–2x/week,2,1,0
HSP20246530,Vegan,True,None,3,7.0,2.3,None,2,2,1
HSP20239005,Keto,False,None,2,7.1,2.7,None,2,4,2
HSP20248550,Vegan,True,None,5,5.3,2.8,1–2x/week,2,3,2
HSP20226770,Vegetarian,True,None,3,7.5,2.6,None,1,3,1
HSP20223293,Mixed,False,Rare,7,7.9,1.8,Daily,0,2,2
HSP20259000,Keto,True,Rare,8,7.1,1.8,Daily,0,2,1
HSP20229882,Mixed,False,Rare,3,5.2,2.1,None,1,1,1
HSP20219584,Vegetarian,True,None,5,5.4,2.2,None,0,3,1
HSP20212217,Vegan,True,None,2,6.2,3.0,None,3,4,3
HSP20211104,Vegan,True,None,3,6.1,1.5,None,1,1,0
HSP20243252,Mixed,True,None,5,7.9,2.0,None,3,2,2
HSP20222113,Keto,False,None,6,6.4,2.8,None,3,1,1
HSP20221149,Mixed,True,Rare,9,6.7,3.2,3–5x/week,0,3,3
HSP20229285,Vegetarian,True,Rare,4,7.1,2.0,None,1,3,2
HSP20247114,Vegan,False,None,9,9.1,2.6,None,2,5,4
HSP20218916,Keto,False,None,9,6.3,3.1,Daily,2,2,1
HSP20241257,Keto,True,None,8,6.8,2.7,1–2x/week,0,4,4
HSP20219719,Mixed,False,Regular,3,9.5,2.3,None,0,3,1
HSP20257739,Keto,True,Regular,8,6.1,2.6,1–2x/week,0,4,3
HSP20211274,Keto,True,None,6,7.8,1.6,Daily,3,4,2
HSP20255501,Mixed,True,Regular,5,4.1,2.1,1–2x/week,3,1,1
HSP20255697,Keto,True,Rare,7,4.5,2.2,None,0,5,4
HSP20219228,Vegetarian,False,Rare,8,7.1,2.0,1–2x/week,1,2,2
HSP20243937,Vegan,True,Rare,8,4.8,2.5,3–5x/week,3,3,2
HSP20212578,Mixed,True,None,7,7.5,1.5,None,3,2,2
HSP20253439,Vegan,True,Rare,7,7.5,3.0,3–5x/week,2,3,3
HSP20224144,Mixed,True,Rare,8,7.6,3.2,None,1,3,1
HSP20259625,Mixed,True,None,5,9.1,2.3,Daily,1,4,2
HSP20236807,Mixed,True,Regular,2,6.6,2.3,None,2,2,1
HSP20237502,Vegan,False,None,6,6.5,3.4,Daily,3,3,1
HSP20217112,Keto,False,Regular,6,4.9,2.0,None,3,2,1
HSP20248520,Vegetarian,True,None,5,8.2,3.1,None,3,3,2
HSP20254984,Mixed,False,None,2,6.1,3.0,None,2,3,1
HSP20225914,Vegan,True,None,3,6.9,3.4,3–5x/week,2,1,0
HSP20211519,Keto,True,None,6,6.6,3.1,1–2x/week,3,1,1
HSP20217640,Keto,False,None,6,9.7,2.9,Daily,0,2,1
HSP20247179,Vegetarian,True,None,4,6.6,2.9,Daily,0,3,2
HSP20258798,Vegan,False,None,7,6.1,3.9,3–5x/week,1,4,2
HSP20211154,Mixed,False,None,6,6.7,2.3,1–2x/week,3,4,4
HSP20222354,Vegan,True,None,6,5.5,3.2,3–5x/week,2,3,1
HSP20248109,Vegan,False,Rare,2,7.5,2.2,None,1,1,1
HSP20232562,Vegetarian,False,Rare,4,7.2,1.6,1–2x/week,3,2,2
HSP20251697,Keto,False,Regular,4,6.7,2.8,None,3,2,1
HSP20224463,Mixed,False,Rare,2,8.5,2.0,3–5x/week,3,1,0
HSP20258790,Mixed,False,None,3,5.0,2.0,Daily,2,1,0
HSP20231762,Vegetarian,True,None,6,4.9,3.3,None,1,3,1
HSP20215593,Vegan,False,None,9,8.4,2.7,Daily,0,1,0
HSP20251539,Keto,True,Rare,7,8.0,2.6,3–5x/week,0,3,3
HSP20226152,Vegan,False,None,8,6.4,2.3,Daily,2,3,3
HSP20214394,Vegetarian,False,Rare,7,6.1,1.6,Daily,1,4,3
HSP20253362,Mixed,True,Regular,3,6.8,2.5,Daily,0,4,4
HSP20242260,Vegan,False,None,6,7.4,2.6,3–5x/week,1,2,1
HSP20233661,Vegetarian,False,Rare,5,6.3,2.0,1–2x/week,3,3,1
HSP20254939,Keto,True,Rare,2,6.6,2.9,None,0,4,4
HSP20257375,Keto,True,None,6,5.1,2.6,3–5x/week,3,4,4
HSP20256435,Mixed,True,Rare,6,6.8,2.1,3–5x/week,0,3,3
HSP20243292,Mixed,False,Rare,4,5.8,2.6,1–2x/week,1,4,4
HSP20219204,Keto,False,Rare,9,5.1,2.7,None,1,1,1
HSP20231879,Keto,False,None,9,5.4,3.1,Daily,0,1,0
HSP20218161,Mixed,True,Rare,9,9.3,2.0,None,2,1,0
HSP20222245,Vegetarian,False,Rare,3,7.1,2.1,None,3,1,1
HSP20237499,Vegan,False,None,8,7.7,1.7,None,0,5,3
HSP20231485,Mixed,True,Rare,9,7.1,2.0,3–5x/week,2,2,0
HSP20238381,Vegan,False,None,7,6.3,1.9,1–2x/week,1,4,2
HSP20244737,Keto,False,None,9,7.5,2.0,Daily,0,1,0
HSP20237150,Vegetarian,True,None,4,7.2,2.3,3–5x/week,0,2,2
HSP20244043,Vegetarian,True,Rare,8,6.4,2.6,Daily,0,5,4
HSP20257227,Keto,False,Rare,4,5.6,2.6,Daily,2,2,0
HSP20215839,Mixed,False,None,8,8.3,2.0,3–5x/week,3,5,5
HSP20222204,Vegetarian,True,Rare,5,7.9,3.4,Daily,0,5,5
HSP20215390,Keto,True,Rare,9,5.5,1.6,None,3,4,2
HSP20227225,Mixed,True,None,2,6.9,2.2,1–2x/week,2,5,4
HSP20227383,Mixed,False,None,6,8.7,2.5,Daily,3,2,0
HSP20236909,Keto,False,None,9,5.5,1.8,3–5x/week,2,3,2
HSP20212499,Vegan,False,None,9,7.8,2.2,Daily,2,3,3
HSP20216050,Mixed,True,None,6,6.6,3.1,Daily,3,5,4
HSP20246896,Vegetarian,True,None,7,5.9,2.5,1–2x/week,1,1,1
HSP20232674,Keto,True,None,5,6.5,2.9,None,1,2,0
HSP20222430,Keto,False,None,7,7.2,2.4,Daily,1,2,2
HSP20228061,Vegetarian,False,Rare,6,6.6,2.3,None,3,2,1
HSP20249395,Vegetarian,False,None,4,4.7,2.7,1–2x/week,2,4,3
HSP20242692,Keto,False,None,7,8.8,2.0,1–2x/week,3,5,3
HSP20212468,Vegetarian,True,Rare,7,5.6,2.0,1–2x/week,3,4,2
HSP20232524,Mixed,True,None,8,7.4,2.8,1–2x/week,1,3,3
HSP20256315,Mixed,False,Rare,4,6.3,1.9,1–2x/week,3,2,2
HSP20241202,Keto,True,None,5,6.6,1.6,None,0,2,2
HSP20237779,Keto,True,None,6,6.7,3.0,1–2x/week,1,3,3
HSP20242387,Mixed,False,None,5,5.0,1.6,1–2x/week,1,2,0
HSP20254977,Vegetarian,True,None,7,8.4,2.1,Daily,0,2,1
HSP20259537,Keto,True,None,5,7.9,2.4,Daily,0,5,3
HSP20227237,Vegan,True,None,8,6.3,2.8,Daily,0,4,3
HSP20223274,Vegan,False,None,4,5.4,2.6,None,2,4,2
HSP20235933,Mixed,False,Rare,4,6.0,1.7,Daily,2,1,0
HSP20239079,Mixed,True,Rare,9,6.9,2.3,1–2x/week,3,5,3
HSP20222036,Vegan,True,None,4,6.3,1.8,1–2x/week,0,2,0
HSP20228121,Keto,False,Regular,5,8.4,3.0,1–2x/week,0,3,3
HSP20237899,Mixed,True,None,7,7.7,2.3,Daily,2,3,3
HSP20238933,Vegetarian,True,None,8,4.4,3.7,Daily,3,5,4
HSP20216916,Vegetarian,False,Rare,5,6.4,2.1,3–5x/week,3,4,3
HSP20235040,Vegetarian,False,Rare,8,7.0,3.2,1–2x/week,1,5,3
HSP20244203,Vegan,True,Rare,2,6.5,3.3,1–2x/week,2,2,1
HSP20242752,Mixed,False,None,4,7.8,1.9,None,2,3,1
HSP20225991,Keto,True,Regular,9,5.7,3.1,3–5x/week,1,5,3
HSP20217483,Keto,True,None,6,3.2,2.4,3–5x/week,2,1,1
HSP20237224,Vegan,False,Rare,6,4.8,2.2,Daily,2,4,2
HSP20238212,Vegan,True,None,2,6.1,2.3,Daily,1,1,1
HSP20238055,Mixed,True,None,4,5.8,1.8,Daily,1,4,2
HSP20253230,Keto,True,Rare,4,9.3,3.6,3–5x/week,3,4,4
HSP20236253,Mixed,True,Regular,5,5.1,3.4,3–5x/week,3,3,1
HSP20254290,Mixed,True,None,8,6.0,2.6,None,0,5,5
HSP20246147,Vegetarian,True,None,8,6.4,2.1,Daily,0,4,4
HSP20227524,Mixed,False,None,9,7.7,2.6,1–2x/week,3,5,4
HSP20235775,Vegan,False,None,8,5.9,1.7,None,0,5,5
HSP20244971,Keto,True,Regular,6,5.4,1.5,3–5x/week,0,1,0
HSP20237161,Vegan,False,Rare,6,6.5,1.8,Daily,3,5,4
HSP20237437,Vegan,False,Rare,5,6.2,3.3,Daily,0,3,3
HSP20232865,Vegetarian,False,None,7,7.9,2.5,None,1,4,2
HSP20254273,Vegan,False,None,5,6.4,3.6,Daily,2,2,1
HSP20259939,Vegan,True,Rare,8,7.1,2.3,3–5x/week,1,5,5
HSP20221440,Keto,True,Rare,2,4.8,2.7,1–2x/week,1,1,0
HSP20244434,Keto,False,None,4,7.5,2.1,3–5x/week,1,3,3
HSP20245773,Vegan,False,None,7,6.8,2.3,1–2x/week,0,2,2
HSP20217703,Vegan,False,None,5,6.3,1.0,Daily,0,1,0
HSP20243280,Vegetarian,True,None,6,6.2,3.1,Daily,2,4,3
HSP20234965,Vegetarian,False,None,2,5.7,2.5,1–2x/week,3,4,3
HSP20233525,Keto,False,None,3,5.6,2.7,None,3,1,1
HSP20247176,Mixed,True,Rare,2,6.2,1.9,1–2x/week,3,3,2
HSP20218357,Keto,True,Rare,2,8.1,3.1,None,2,1,0
HSP20258851,Mixed,True,None,4,5.8,2.8,Daily,3,1,1
HSP20257566,Mixed,False,None,2,7.1,2.9,None,1,5,4
HSP20259300,Keto,True,Rare,2,4.5,3.1,None,0,1,1
HSP20249907,Vegan,False,Rare,3,5.8,2.3,None,2,5,5
HSP20216890,Keto,True,None,3,9.7,2.7,1–2x/week,3,3,3
HSP20252392,Vegan,False,None,3,6.0,1.2,1–2x/week,3,5,4
HSP20215067,Vegetarian,False,Rare,9,8.2,1.7,None,3,1,0
HSP20233725,Vegetarian,False,Rare,4,5.3,2.3,1–2x/week,1,5,3
HSP20251725,Vegan,True,None,3,8.2,3.0,Daily,0,2,0
HSP20257547,Mixed,True,Rare,3,6.3,2.7,1–2x/week,2,5,4
HSP20238052,Mixed,True,None,6,5.8,2.6,None,0,2,1
HSP20211172,Vegetarian,False,None,7,6.6,3.1,Daily,1,4,3
HSP20215239,Vegetarian,False,None,3,7.7,2.8,1–2x/week,3,2,0
HSP20229366,Vegetarian,True,Regular,8,6.1,2.9,3–5x/week,0,4,3
HSP20254621,Keto,True,None,3,6.4,1.9,Daily,0,1,0
HSP20247129,Vegetarian,True,Rare,4,6.0,2.6,1–2x/week,1,2,2
HSP20248586,Mixed,False,None,9,7.6,2.4,1–2x/week,0,4,4
HSP20259199,Mixed,True,Rare,7,5.0,2.5,Daily,0,1,0
HSP20226651,Keto,True,None,8,6.6,2.6,None,2,3,3
HSP20218909,Vegan,True,None,4,7.6,3.1,None,1,4,4
HSP20215840,Vegetarian,False,Rare,3,5.8,2.1,None,2,3,1
HSP20242406,Keto,True,Rare,3,5.3,2.9,Daily,0,3,3
HSP20213321,Mixed,False,None,7,8.2,2.3,3–5x/week,2,5,4
HSP20236110,Vegetarian,False,None,7,6.2,3.4,None,3,2,0
HSP20238460,Keto,False,None,8,7.1,2.8,1–2x/week,2,5,3
HSP20229537,Vegetarian,False,None,6,5.1,2.9,None,2,2,0
HSP20246706,Vegetarian,False,Rare,9,5.4,1.8,Daily,3,2,1
HSP20242599,Mixed,False,None,8,6.1,2.1,None,2,2,2
HSP20248412,Vegetarian,False,Regular,6,6.2,1.6,Daily,1,5,3
HSP20232100,Keto,True,None,6,7.7,3.2,Daily,2,5,5
HSP20231732,Mixed,False,None,9,4.2,3.1,Daily,0,1,0
HSP20211370,Keto,True,Rare,8,5.5,3.0,Daily,0,2,1
HSP20232791,Mixed,False,Rare,8,6.4,2.5,Daily,3,1,1
HSP20224996,Keto,False,None,9,6.3,3.2,Daily,2,1,1
HSP20253858,Vegetarian,False,Rare,9,5.0,2.9,1–2x/week,1,1,0
HSP20253623,Mixed,False,None,4,7.8,2.9,1–2x/week,2,2,1
HSP20237985,Keto,True,None,7,9.3,2.2,3–5x/week,3,1,0
HSP20244798,Mixed,True,None,2,7.6,2.4,3–5x/week,1,1,0
HSP20244022,Vegan,True,None,3,8.0,2.5,1–2x/week,0,5,4
HSP20228080,Vegan,False,None,5,6.0,3.3,3–5x/week,1,2,2
HSP20241478,Mixed,True,None,3,5.9,1.7,1–2x/week,2,3,1
HSP20254232,Mixed,True,Rare,6,5.9,2.9,None,2,1,0
HSP20248037,Keto,True,None,5,8.2,2.6,Daily,3,5,3
HSP20241072,Mixed,False,None,4,8.1,1.7,None,0,4,2
HSP20224371,Mixed,True,None,9,6.0,2.3,None,0,1,1
HSP20232025,Keto,True,Rare,4,6.4,2.6,Daily,2,4,2
HSP20252667,Keto,True,Rare,7,7.3,2.2,Daily,3,3,2
HSP20254063,Mixed,False,None,6,6.7,2.5,1–2x/week,1,4,2
HSP20236340,Mixed,False,None,4,5.4,2.4,1–2x/week,2,2,1
HSP20228496,Vegetarian,True,Rare,4,6.3,2.4,None,2,1,1
HSP20215298,Vegan,False,None,4,6.5,2.5,Daily,1,1,0
HSP20249646,Keto,False,None,8,6.0,3.3,Daily,0,5,5
HSP20237367,Keto,False,None,9,5.1,2.1,None,1,1,0
HSP20257431,Keto,False,None,5,9.8,1.9,Daily,2,5,5
HSP20252871,Vegetarian,False,Rare,4,4.9,2.9,Daily,1,1,0
HSP20236766,Vegetarian,False,Rare,3,4.0,2.4,3–5x/week,2,2,2
HSP20243826,Vegetarian,True,Rare,3,9.1,1.6,3–5x/week,2,3,3
HSP20232388,Keto,False,None,9,4.1,1.6,3–5x/week,2,2,2
HSP20226131,Vegetarian,False,None,3,7.6,3.2,3–5x/week,1,2,2
HSP20214908,Vegan,False,None,8,5.9,2.9,Daily,0,1,1
HSP20232916,Vegetarian,True,Rare,6,8.2,3.6,1–2x/week,2,3,1
HSP20227116,Keto,False,Rare,7,6.2,1.1,Daily,0,5,3
HSP20229369,Vegetarian,False,None,2,5.5,2.2,1–2x/week,0,3,1
HSP20247852,Mixed,False,Rare,5,6.2,2.4,Daily,3,2,0
HSP20253258,Mixed,False,Regular,2,7.8,3.3,1–2x/week,1,1,1
HSP20257286,Mixed,True,None,7,6.3,3.2,3–5x/week,0,4,4
HSP20244043,Vegan,False,None,3,6.9,2.5,3–5x/week,1,4,2
HSP20249804,Keto,False,None,9,7.6,2.5,3–5x/week,0,4,4
HSP20223733,Mixed,False,None,7,9.0,1.6,Daily,0,1,0
HSP20245732,Keto,False,Regular,4,5.9,2.4,1–2x/week,1,1,1
HSP20224065,Mixed,True,None,5,7.0,3.3,Daily,1,4,2
HSP20238389,Vegan,False,None,6,6.5,1.6,1–2x/week,1,2,2
HSP20251878,Vegan,False,Rare,8,7.5,3.0,1–2x/week,0,4,3
HSP20231157,Keto,True,Rare,7,4.2,2.5,1–2x/week,0,2,2
HSP20243236,Vegan,False,None,7,4.6,2.1,3–5x/week,0,1,0
HSP20227290,Vegan,False,None,4,5.4,3.0,3–5x/week,1,1,1
HSP20259281,Keto,True,None,3,6.6,1.7,Daily,0,3,1
HSP20247703,Mixed,False,None,3,7.6,1.6,None,3,3,1
HSP20247809,Vegan,False,Rare,7,6.9,2.0,3–5x/week,1,1,0
HSP20249006,Mixed,False,None,5,6.1,2.8,None,1,4,4
HSP20222354,Keto,False,None,4,7.1,3.3,Daily,3,4,3
HSP20251505,Keto,False,None,5,6.4,2.7,3–5x/week,3,1,1
HSP20225785,Vegan,True,None,3,6.0,2.6,3–5x/week,1,5,5
HSP20215503,Vegan,True,None,9,7.0,2.4,1–2x/week,1,2,0
HSP20229808,Vegetarian,False,Rare,3,4.3,2.7,3–5x/week,0,1,1
HSP20233755,Vegetarian,True,None,3,6.9,2.1,3–5x/week,2,5,5
HSP20249115,Vegan,False,None,5,5.0,3.4,Daily,2,4,2
HSP20259369,Mixed,True,None,2,7.1,2.4,None,0,5,4
HSP20212871,Vegetarian,False,Rare,6,5.1,2.0,Daily,0,3,1
HSP20239898,Vegetarian,False,Regular,9,8.1,2.6,1–2x/week,0,4,3
HSP20239880,Keto,False,Rare,8,5.8,2.8,Daily,1,1,0
HSP20218231,Keto,True,None,4,5.5,3.4,1–2x/week,3,2,1
HSP20254580,Vegan,True,Rare,2,8.1,2.2,3–5x/week,3,5,3
HSP20242677,Keto,True,Rare,7,5.7,0.9,Daily,0,3,2
HSP20225877,Keto,True,None,9,4.7,1.7,Daily,0,1,1
HSP20218368,Vegan,False,Rare,3,6.7,2.3,Daily,3,2,0
HSP20236711,Mixed,False,None,8,4.9,2.3,3–5x/week,3,5,3
HSP20218193,Keto,True,None,7,7.1,2.8,Daily,1,3,1
HSP20214882,Keto,False,Rare,6,4.2,2.4,1–2x/week,1,4,3
HSP20226744,Vegan,False,None,8,4.8,3.0,1–2x/week,1,4,3
HSP20258015,Keto,False,Rare,7,7.4,2.0,Daily,2,3,1
HSP20223281,Keto,False,None,6,5.6,2.2,3–5x/week,3,1,0
HSP20224390,Vegan,True,None,9,3.8,2.7,3–5x/week,2,1,0
HSP20216747,Mixed,False,None,7,6.2,3.1,1–2x/week,3,4,4
HSP20255605,Vegetarian,False,Rare,8,5.2,2.1,3–5x/week,1,5,4
HSP20259827,Vegan,True,None,7,4.7,1.9,3–5x/week,0,4,2
HSP20226302,Vegetarian,False,None,5,5.1,3.1,1–2x/week,2,4,2
HSP20235740,Mixed,True,Rare,3,5.7,2.6,1–2x/week,3,5,4
HSP20255380,Vegan,True,Rare,6,6.0,1.7,None,3,2,1
HSP20252560,Mixed,True,Regular,6,6.3,2.9,None,2,1,0
HSP20227743,Keto,True,None,6,5.1,3.0,None,2,1,1
HSP20215543,Mixed,False,None,5,5.5,2.2,Daily,3,2,2
HSP20223174,Vegan,False,None,8,7.1,2.1,3–5x/week,3,4,2
HSP20223396,Vegetarian,True,None,4,6.5,2.3,Daily,1,5,3
HSP20235055,Keto,False,None,4,6.7,1.1,None,2,1,1
HSP20249019,Vegetarian,True,None,9,4.3,2.9,Daily,0,4,2
